age,workclass,education-num,occupation,race,sex,native-country,marital-status
"[17, 27[",Private,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Self-emp-not-inc,8,Adm-clerical,White,Female,Portugal,Married-civ-spouse
"[17, 27[",Private,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Local-gov,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Federal-gov,8,Adm-clerical,Black,Male,Haiti,Never-married
"[17, 27[",Self-emp-inc,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Local-gov,8,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,8,Adm-clerical,White,Male,United-States,Married-civ-spouse
"[17, 27[",Private,8,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-AF-spouse
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Divorced
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,Mexico,Married-civ-spouse
"[17, 27[",Federal-gov,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",State-gov,9,Adm-clerical,White,Female,United-States,Divorced
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Local-gov,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Federal-gov,9,Adm-clerical,Black,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Self-emp-not-inc,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Federal-gov,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Local-gov,9,Adm-clerical,Amer-Indian-Eskimo,Female,United-States,Divorced
"[17, 27[",Private,9,Adm-clerical,Black,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,Jamaica,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Divorced
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,Asian-Pac-Islander,Female,Vietnam,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Asian-Pac-Islander,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,Mexico,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Federal-gov,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Amer-Indian-Eskimo,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Asian-Pac-Islander,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Divorced
"[17, 27[",Private,9,Adm-clerical,Other,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Federal-gov,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Local-gov,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Divorced
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Separated
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Separated
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Local-gov,9,Adm-clerical,White,Female,United-States,Divorced
"[17, 27[",Private,9,Adm-clerical,White,Female,Mexico,Never-married
"[17, 27[",State-gov,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Federal-gov,9,Adm-clerical,Other,Male,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Self-emp-not-inc,9,Adm-clerical,Asian-Pac-Islander,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",State-gov,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Local-gov,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Asian-Pac-Islander,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",State-gov,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Local-gov,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Federal-gov,9,Adm-clerical,White,Female,United-States,Divorced
"[17, 27[",Federal-gov,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Federal-gov,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Federal-gov,9,Adm-clerical,Asian-Pac-Islander,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Separated
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Local-gov,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Separated
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,Jamaica,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,Cuba,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Local-gov,9,Adm-clerical,White,Female,United-States,Divorced
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Federal-gov,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Federal-gov,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Married-civ-spouse
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",State-gov,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Male,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,Black,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Never-married
"[17, 27[",Private,9,Adm-clerical,White,Female,United-States,Married-civ-spouse
